Date,Selic,Meeting_Number,Decision,Decision_txt,label_hawk_dove,label_next_meet,Text,Type
2014/02/26,10.75,181.0,0.25,increase,less hawkish,increase," The Copom released the following note to the public:""Continuing the adjustment process of the basic interest rate, initiated at the April 2013 meeting, the Copom unanimously decided to increase the Selic rate by 0.25 p.p., to 10.75 percent, without bias.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Carlos Hamilton Vasconcelos Araújo, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim and Sidnei Corrêa Marques.""The February Copom Minutes will be released in Portuguese next Thursday, March 6. ",Statement
2014/04/02,11.0,182.0,0.25,increase,hawkish,mantain," The Copom released the following note to the public:""The Copom unanimously decided, at this moment, to increase the Selic rate by 0.25 p.p., to 11.00 percent, without bias.The Committee will monitor the evolution of the macroeconomic scenario until its next meeting, so that it then defines the next steps in its monetary policy strategy.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Carlos Hamilton Vasconcelos Araújo, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim and Sidnei Corrêa Marques.""The April Copom Minutes will be released in Portuguese next Thursday, April 10. ",Statement
2014/05/28,11.0,183.0,0.0,mantain,dovish,mantain," The Copom released the following note to the public:""Assessing the evolution of the macroeconomic scenario and the inflation prospects, the Copom unanimously decided, at this moment, to maintain the Selic rate at 11.00 percent, without bias.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Carlos Hamilton Vasconcelos Araújo, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim and Sidnei Corrêa Marques.""The May Copom Minutes will be released in Portuguese next Thursday, June 5. ",Statement
2014/07/16,11.0,184.0,0.0,mantain,neutral,mantain," The Copom released the following note to the public:""Assessing the evolution of the macroeconomic scenario and the inflation prospects, the Copom unanimously decided, at this moment, to maintain the Selic rate at 11.00 percent, without bias.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Carlos Hamilton Vasconcelos Araújo, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim and Sidnei Corrêa Marques.""The July Copom Minutes will be released in Portuguese next Thursday, July 24. ",Statement
2014/09/03,11.0,185.0,0.0,mantain,neutral,increase," The Copom released the following note to the public:""Assessing the evolution of the macroeconomic scenario and the inflation prospects, the Copom unanimously decided to maintain the Selic rate at 11.00 percent, without bias.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Carlos Hamilton Vasconcelos Araújo, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim and Sidnei Corrêa Marques.""The September Copom Minutes will be released in Portuguese next Thursday, September 11. ",Statement
2014/10/29,11.25,186.0,0.25,increase,hawkish,increase," The Copom released the following note to the public:""Brasília – The Copom decided to increase the Selic rate to 11.25 percent, without bias, with 5 votes for the monetary policy action and 3 votes in favor of maintaining the Selic rate at 11.00 percent.For the Committee, since its last meeting, among other factors, the intensification of relative prices’ adjustments in the economy has made the balance of risks for inflation less favorable. In light of that, the Committee considered opportune to adjust the monetary conditions in order to guarantee, at a lower cost, the prevalence of a more benign scenario for inflation in 2015 and 2016.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Anthero de Moraes Meirelles, Carlos Hamilton Vasconcelos Araújo and Sidnei Corrêa Marques. The following members of the Committee voted for the maintenance of the Selic rate at 11.00 percent p.a.: Altamir Lopes, Luiz Awazu Pereira da Silva and Luiz Edson Feltrim.""The October Copom Minutes will be released in Portuguese next Thursday, November 6. ",Statement
2014/12/03,11.75,187.0,0.5,increase,hawkish,increase," The Copom released the following note to the public:""Brasília – The Copom unanimously decided to intensify, at this moment, the adjustment of the Selic rate, and increase it by 0.50 p.p. to 11.75 percent, without bias.Considering the cumulative and lagged effects of the monetary policy, among other factors, the Committee evaluates that the additional effort of monetary policy tends to be implemented with parsimony.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Carlos Hamilton Vasconcelos Araújo, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim and Sidnei Corrêa Marques.""The December Copom Minutes will be released in Portuguese next Thursday, December 11. ",Statement
2015/01/21,12.25,188.0,0.5,increase,hawkish,increase," The Copom released the following note to the public:""Brasília – Assessing the macroeconomic scenario and the inflation prospects, the Committee unanimously decided to increase the Selic rate by 0.50 p.p. to 12.25 percent, without bias.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Carlos Hamilton Vasconcelos Araújo, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim and Sidnei Corrêa Marques.""The January Copom Minutes will be released in Portuguese next Thursday, January 29. ",Statement
2015/03/04,12.75,189.0,0.5,increase,hawkish,increase," The Copom released the following note to the public:""Brasília – Assessing the macroeconomic scenario and the inflation prospects, the Committee unanimously decided to increase the Selic rate by 0.50 p.p. to 12.75 percent, without bias.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim and Sidnei Corrêa Marques.""The March Copom Minutes will be released in Portuguese next Thursday, March 12. ",Statement
2015/04/29,13.25,190.0,0.5,increase,hawkish,increase," The Copom released the following note to the public:""Brasília – Assessing the macroeconomic scenario and the inflation prospects, the Committee unanimously decided to increase the Selic rate by 0.50 p.p. to 13.25 percent, without bias.The following members of the Committee voted for this decision: Alexandre Antonio Tombini (Governor), Aldo Luiz Mendes, Altamir Lopes, Anthero de Moraes Meirelles, Luiz Awazu Pereira da Silva, Luiz Edson Feltrim, Otávio Ribeiro Damaso, Sidnei Corrêa Marques and Tony Volpon.""The April Copom Minutes will be released in Portuguese next Thursday, May 7. ",Statement
